Restaurent name,Cuisine types,Rating,Price,Distance,Location,City
Badshah Veg And Non Veg Restaurant,North Indian,New,₹300 for two,5.4 km,"Indira Nagar, Lucknow",Lucknow
Ambey Bhojanalya,"North Indian, Chinese",-,₹400 for two,3.5 km,"Indira Nagar, Lucknow",Lucknow
Lebanese Point Non Veg,"Lebanese, Shawarma",New,₹300 for two,3.1 km,"Khurram Nagar, Lucknow",Lucknow
Royale Asian,"Thai, Chinese, Momos",3,₹700 for two,10 km,"Gomti Nagar, Lucknow",Lucknow
The Twilight Kitchen & Bar,"North Indian, Oriental, Italian, Fast Food, Kebab, Mughlai, Desserts, Beverages",4.6,"₹1,700 for two",5.2 km,"Jankipuram, Lucknow",Lucknow
Sassy Canteen,"North Indian, Sushi, Chinese, Continental, Oriental, Rolls, Desserts",4.9,"₹1,400 for two",7.4 km,"Gomti Nagar, Lucknow",Lucknow
New Lucknow Kitchen,"North Indian, Chinese, South Indian, Fast Food, Seafood, Mughlai, Desserts, Beverages",4,"₹1,200 for two",5.3 km,"Jankipuram, Lucknow",Lucknow
Bellissimo,"Mughlai, Italian, Continental, North Indian",3.2,"₹1,800 for two",5.9 km,"Gomti Nagar, Lucknow",Lucknow
Tunday Kababi,"Kebab, North Indian, Mughlai, Biryani",4.4,₹300 for two,2.8 km,"Aminabad, Lucknow",Lucknow
Naimat Khana,"Awadhi, North Indian, Beverages",4.5,₹950 for two,2.1 km,"Kaiserbagh, Lucknow",Lucknow
Moti Mahal,"North Indian, Chinese, South Indian, Street Food, Fast Food, BBQ, Desserts, Beverages",4.1,₹950 for two,1.9 km,"Hazratganj, Lucknow",Lucknow
Royal Sky,"North Indian, Mughlai, Chinese, Continental, Sichuan, Fast Food, Desserts, Beverages",4.3,"₹1,800 for two",1.8 km,"Hazratganj, Lucknow",Lucknow
Unplugged Courtyard,"North Indian, Chinese, Continental, Desserts, Beverages",4.1,"₹2,500 for two",6.2 km,"Summit Building, Gomti Nagar, Lucknow",Lucknow
Woodpecker,"North Indian, Continental, Italian, Pizza, Fast Food, Shake, Desserts, Beverages",4,"₹2,000 for two",1.1 km,"Hazratganj, Lucknow",Lucknow
The Cherry Tree Bakery & Cafe,"Cafe, Bakery, Continental, Fast Food, Pizza, Desserts, Beverages",4.1,"₹1,200 for two",1.6 km,"Hazratganj, Lucknow",Lucknow
The Hype Room,"Asian, Italian, BBQ, Continental, North Indian, European, Finger Food, Beverages",3.8,"₹3,000 for two",6.1 km,"Gomti Nagar, Lucknow",Lucknow
Royal Cafe - Royal Inn,"North Indian, BBQ, Mughlai, Continental, Chinese, Fast Food, Desserts, Beverages",4.2,"₹1,500 for two",989 m,"Royal Inn, Hazratganj, Lucknow",Lucknow
The Vault Disc And Lounge,"Continental, Chinese, Fast Food, Bar Food, Beverages, North Indian",4.2,"₹1,200 for two",4.2 km,"Khurram Nagar, Lucknow",Lucknow
EDGE - Rooftop Bar & Lounge,Finger Food,4.1,"₹1,200 for two",7.4 km,"Novotel, Gomti Nagar, Lucknow",Lucknow
Chuck Bungalow,"Cafe, Fast Food, Chinese, Pizza, Sandwich, Momos, Desserts, Beverages",4.3,₹550 for two,8.9 km,"Gomti Nagar, Lucknow",Lucknow
The Terrace Grill - La Place Sarovar Portico,"North Indian, Continental, Mughlai, Oriental, Pizza, Beverages",4.3,"₹3,000 for two",1.3 km,"La Place Sarovar Portico, Hazratganj, Lucknow",Lucknow
1936 - Saraca Lucknow,"Italian, Pasta, Pizza, Beverages, Desserts",4.5,"₹3,500 for two",1.4 km,"lebua Lucknow, Lucknow",Lucknow
Fusion Flavour,"North Indian, Biryani, Mughlai, Chinese, Sichuan",4.3,₹850 for two,3.1 km,"Aliganj, Lucknow",Lucknow
Nucleus,"Continental, Chinese, Italian, Desserts",New,"₹1,800 for two",6.3 km,"Gomti Nagar, Lucknow",Lucknow
Sardar G Malai Chaap Junction,"North Indian, Rolls, Momos",3.9,₹500 for two,9.3 km,"Kanpur Road, Lucknow",Lucknow
Saraca - Lucknow,North Indian,4,"₹1,400 for two",3.3 km,"lebua Lucknow, Lucknow",Lucknow
The Hazelnut Factory,"Bakery, Mithai, Pizza, Desserts, Fast Food, Cafe, Beverages, Street Food",4.1,₹900 for two,1.8 km,"Hazratganj, Lucknow",Lucknow
Amigo's,"Fast Food, Street Food",4.1,₹400 for two,4.6 km,"Gomti Nagar, Lucknow",Lucknow
26 Degree,"North Indian, Mughlai, South Indian, Pizza, Fast Food, Biryani, Desserts, Beverages",3.9,"₹1,200 for two",4.7 km,"Gomti Nagar, Lucknow",Lucknow
The Mughal's Dastarkhwan,"Mughlai, Lucknowi, North Indian, Chinese",4.5,"₹1,100 for two",2.1 km,"Lalbagh, Lucknow",Lucknow
Groove Rooftop And Restro Bar,"North Indian, Mughlai, Kebab, Chinese, Salad, Pizza, Fast Food, Desserts",3.9,"₹1,400 for two",8.9 km,"Alambagh, Lucknow",Lucknow
Cube Bar - Casaya Inn,"North Indian, Chinese, Italian, Desserts, Beverages",4.9,"₹1,800 for two",7.7 km,"Gomti Nagar, Lucknow",Lucknow
Chai Sutta Bar,"Tea, Sandwich, Pizza, Burger, Street Food, Fast Food, Coffee, Beverages",3.8,₹250 for two,1.8 km,"Hazratganj, Lucknow",Lucknow
The Golden Bakery,Bakery,3.6,₹350 for two,9.3 km,"Alambagh, Lucknow",Lucknow
Global  Fry Chicken,Fast Food,3.3,₹300 for two,4.4 km,"Chowk, Lucknow",Lucknow
Manbhavan Premium Thali Restaurant,"North Indian, Rajasthani, Gujarati",3.9,"₹1,200 for two",8.7 km,"Phoenix Plassio Mall, Lucknow",Lucknow
Limone Lounge,"North Indian, Mughlai, Chinese, Salad, Pizza, Biryani, Fast Food, Beverages",4.5,₹950 for two,1.5 km,"Mahanagar, Lucknow",Lucknow
Ulta Tawa Multi-Cuisine Restaurant,"Mughlai, North Indian, Chinese, Continental",3.6,₹200 for two,4.2 km,"Aliganj, Lucknow",Lucknow
Gulli's Cafe,"Chinese, Momos, Sandwich, Fast Food, Shake, Beverages",3.7,₹400 for two,2.7 km,"Indira Nagar, Lucknow",Lucknow
Winni- Cakes n More,Bakery,3.1,₹350 for two,6.3 km,"Gomti Nagar, Lucknow",Lucknow
Kalika Restaurant,"North Indian, Chinese, Biryani, Mughlai, South Indian, Sichuan",2.9,₹800 for two,11.3 km,"Aashiana, Lucknow",Lucknow
The Admiral Restaurant & Bar,"North Indian, Desserts",3.9,"₹1,000 for two",7.6 km,"Gomti Nagar, Lucknow",Lucknow
Marine Room - The Piccadily,"North Indian, Mughlai, Continental, Oriental, Biryani, Fast Food, Desserts, Beverages",4.3,"₹3,100 for two",9.2 km,"The Piccadily Lucknow, Alambagh, Lucknow",Lucknow
Alpha Restaurant,"North Indian, Biryani, Mughlai, Fast Food, Salad, Chinese, Desserts, Beverages",3.9,"₹1,200 for two",1.2 km,"Hazratganj, Lucknow",Lucknow
Mirage The Lounge,"Continental, Italian, Chinese, Ice Cream, Shake, Beverages",3.7,"₹1,200 for two",2.3 km,"Hazratganj, Lucknow",Lucknow
WOW! Momo,"Momos, Fast Food, Chinese, Tibetan, Sichuan, Beverages, Desserts",4,₹400 for two,9.3 km,"Aashiana, Lucknow",Lucknow
The Pizza Town,"Pizza, Burger, Fast Food, Street Food, Beverages",3.9,₹450 for two,6.6 km,"Indira Nagar, Lucknow",Lucknow
BohoBar,"Asian, North Indian, Continental, Italian, Mughlai",3.9,"₹1,300 for two",6 km,"Levana Cyber Heights, Gomti Nagar, Lucknow",Lucknow
Coffee & Dessert Co.,"Cafe, Beverages, Fast Food, Desserts, Pancake, Waffle, Shake, Coffee",4,₹500 for two,5.4 km,"Gomti Nagar, Lucknow",Lucknow
Meliora Cafe,"Chinese, Salad, Pasta, Pizza, Sandwich, Fast Food, Street Food, Beverages",3.7,₹300 for two,7.9 km,"Jankipuram, Lucknow",Lucknow
Dreamy Delicacies,"North Indian, Mughlai, Continental, Seafood, Chinese, Desserts, Beverages",4.1,₹850 for two,4.1 km,"Aliganj, Lucknow",Lucknow
Dante Bar,"BBQ, Mughlai, Chinese, Continental, Desserts, Beverages",3.9,"₹1,800 for two",4.6 km,"Comfort Inn, Gomti Nagar, Lucknow",Lucknow
Citrus Cafe - Lemon Tree,"Continental, North Indian, South Indian, Chinese, Beverages",3.5,"₹1,400 for two",11.7 km,"Transport Nagar, Lucknow",Lucknow
SkyLords,"Continental, North Indian, Chinese, Italian, Asian, Oriental, Desserts, Beverages",3.7,₹950 for two,1.5 km,"Mahanagar, Lucknow",Lucknow
Grand Patio - Hotel Savvy Grand,"North Indian, Continental, Chinese",3.7,"₹1,200 for two",4.6 km,"Gomti Nagar, Lucknow",Lucknow
Subway,"Healthy Food, Salad, Sandwich, Wraps, Fast Food, Beverages",2.4,₹400 for two,1.2 km,"Nishatganj, Lucknow",Lucknow
Cake 24x7,"Bakery, Desserts",3,₹300 for two,9.9 km,"Transport Nagar, Lucknow",Lucknow
Al Baike,Fast Food,3,₹200 for two,7.8 km,"Chowk, Lucknow",Lucknow
Dastarkhwan,"Mughlai, North Eastern, Biryani, Kebab, Lucknowi, Awadhi",4.5,₹500 for two,1.9 km,"Kaiserbagh, Lucknow",Lucknow
Cake 'N' Cafe,"Bakery, Desserts, Fast Food",4.2,₹450 for two,9.3 km,"Aashiana, Lucknow",Lucknow
Sahib Cafe - Taj Mahal,"North Indian, Mughlai, Continental, Italian, Sandwich, Oriental, Mediterranean, Desserts",4.6,"₹4,000 for two",2.7 km,"Taj Mahal, Lucknow, Lucknow",Lucknow
Arabania Indo-Arabic Restaurant,"Arabian, North Indian, Mughlai, Mandi, Continental, Chinese, Desserts, Beverages",New,"₹1,600 for two",8.9 km,"Kanpur Road, Lucknow",Lucknow
The Centurion,"North Indian, Continental, Chinese, Italian, Awadhi, Pasta",4.2,"₹2,000 for two",4.6 km,"Gomti Nagar, Lucknow",Lucknow
DOR,"Chinese, North Indian, Continental, Pasta, Desserts",3.9,₹500 for two,6 km,"Gomti Nagar, Lucknow",Lucknow
Ranbirs,"Chinese, North Indian, Salad",3.6,₹400 for two,8.8 km,"Alambagh, Lucknow",Lucknow
Plan B Food Court,"North Indian, Chinese, Rolls, Biryani, Mughlai, Ice Cream, Juices, Shake",3,₹650 for two,10 km,"Gomti Nagar, Lucknow",Lucknow
Chango's,"Asian, Japanese, Thai, Sushi, Chinese, Korean",4.2,₹500 for two,4.5 km,"Gomti Nagar, Lucknow",Lucknow
Karim's - The Original From Jama Masjid Delhi 6,"Fast Food, Mughlai, North Indian",3.3,₹800 for two,2.4 km,"Lalbagh, Lucknow",Lucknow
The Deli - Novotel,"Fast Food, Bakery, Beverages, Desserts",3.9,"₹1,000 for two",7.5 km,"Novotel, Gomti Nagar, Lucknow",Lucknow
The House Of Honour,"Cafe, Coffee, Shake, Beverages, North Indian, Chinese, Sandwich, Fast Food",3.9,₹750 for two,6.7 km,"Gomti Nagar, Lucknow",Lucknow
Bhukkad Food Corner,"Fast Food, Pizza, Burger, Sandwich, Beverages",3.7,₹300 for two,10.7 km,"Gomti Nagar, Lucknow",Lucknow
Let's Bake Stories,"Cafe, Coffee, Bakery, Beverages",4.5,₹500 for two,2.8 km,"Husain Ganj, Lucknow",Lucknow
Haldiram Bhujiawala,"North Indian, South Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages",New,₹500 for two,9.8 km,"Sadar Bazaar, Lucknow",Lucknow
14Greens,"North Indian, Chinese, Continental",3.5,₹950 for two,5.4 km,"Indira Nagar, Lucknow",Lucknow
Cafe Roost - Restaurant & Roof Top,"Mughlai, Chinese, North Indian, Fast Food, Biryani, Afghan, Pizza, Beverages",3.9,"₹1,200 for two",7.3 km,"Aliganj, Lucknow",Lucknow
NutriPlate India,"Sandwich, Healthy Food, Beverages, Ice Cream",4.6,₹350 for two,973 m,"Mahanagar, Lucknow",Lucknow
Rollsking,"North Indian, Rolls, Fast Food, Beverages",2.5,₹450 for two,5.6 km,"Gomti Nagar, Lucknow",Lucknow
B4,"Chinese, Street Food, North Indian, Desserts",4.1,"₹1,800 for two",7.1 km,"Gomti Nagar, Lucknow",Lucknow
Moti Mahal Delux,"North Indian, Mughlai, Chinese, Seafood, Kebab, Biryani, Desserts, Beverages",3.7,"₹1,400 for two",9 km,"Gomti Nagar, Lucknow",Lucknow
Coffee & Dessert Co. Exclusive,"Coffee, Shake, Beverages, Pizza, Burger, Sandwich, Fast Food, Desserts",3.8,₹400 for two,5.9 km,"Gomti Nagar, Lucknow",Lucknow
Hot Platter By The Ecstasy,"North Indian, Chinese, Biryani, Mughlai, Beverages",-,"₹1,200 for two",7.5 km,"Gomti Nagar, Lucknow",Lucknow
Copper Handi - Hotel Vijay Paradise,"Chinese, Continental, North Indian, Fast Food, Sandwich, Desserts",4,"₹1,200 for two",4.2 km,"Khurram Nagar, Lucknow",Lucknow
Pendulum Bar,"Bar Food, North Indian, Fast Food",3.9,"₹1,200 for two",10.8 km,"Gomti Nagar, Lucknow",Lucknow
Rocca - Hyatt Regency Lucknow,"North Indian, Mughlai, Italian, Continental, Fast Food, Beverages, Desserts",4.4,"₹3,000 for two",5.8 km,"Hyatt Regency Lucknow, Lucknow",Lucknow
Centaurus,"North Indian, Chinese, Pizza, Italian, Continental, Mughlai, Desserts, Beverages",4.2,"₹1,200 for two",860 m,"Hazratganj, Lucknow",Lucknow
Pepperz,"Fast Food, Chinese, North Indian, Awadhi, Continental, Desserts, Beverages",3.7,"₹1,400 for two",3.2 km,"Chowk, Lucknow",Lucknow
Orya Foodhall,"North Indian, Mughlai, Oriental, Italian, Chinese, Salad, Desserts, Beverages",-,"₹1,000 for two",13.8 km,"Gomti Nagar, Lucknow",Lucknow
Grandeurs Bakery & Cafe,"Cafe, Beverages, Bakery, Desserts, Italian, Sandwich, Waffle, Chinese",3.4,"₹1,000 for two",4.6 km,"Gomti Nagar, Lucknow",Lucknow
The Posh Pouf,"North Indian, Chinese, South Indian, Fast Food, Mughlai, Biryani, Desserts, Beverages",4,"₹1,200 for two",9.5 km,"Alambagh, Lucknow",Lucknow
The Peddler's,"North Indian, Continental, Chinese, Fast Food, Beverages",4.2,₹950 for two,1.1 km,"Hazratganj, Lucknow",Lucknow
Pincio Lounge And Cafe,"North Indian, Fast Food, Italian, Chinese, Street Food, Biryani, Desserts, Beverages",3.8,"₹1,800 for two",10 km,"Sadar Bazaar, Lucknow",Lucknow
Bikaner Express ( Vrindavan Colony ),"North Indian, Mithai, South Indian, Chinese, Italian, Fast Food, Desserts, Beverages",3.7,₹950 for two,9.8 km,"Aashiana, Lucknow",Lucknow
Dastarkhwan Sumayya Restaurant,"North Indian, Mughlai, Biryani",3.8,₹600 for two,5 km,"Gomti Nagar, Lucknow",Lucknow
Biryani Queen,"Biryani, North Indian, Rolls, Kebab, Awadhi, Beverages",3.9,"₹1,400 for two",9 km,"Phoenix United Mall, Alambagh, Lucknow",Lucknow
The Jail Cafe & Bar,"North Indian, Mughlai, Chinese, Continental, Biryani, Seafood, Momos, Desserts",3.9,₹900 for two,5.2 km,"Gomti Nagar, Lucknow",Lucknow
Savoy,"North Indian, Italian, Seafood, Mughlai, Desserts, Beverages, Pizza, Biryani",4.3,"₹1,100 for two",2.5 km,"Gomti Nagar, Lucknow",Lucknow
Arabesca - Indo Arabic Restaurant,"North Indian, Arabian, Mandi, Biryani, Desserts",3.9,"₹1,400 for two",1.8 km,"Kaiserbagh, Lucknow",Lucknow
The London Shakes & Café,"Cafe, Italian, Fast Food, Street Food, Shake, Beverages, Desserts, Ice Cream",4.2,₹950 for two,4.3 km,"Aliganj, Lucknow",Lucknow
The Indian Table - Hotel Vaibhav Inn,"North Indian, South Indian, Chinese, Biryani, Sichuan",4.1,₹950 for two,4.4 km,"Gomti Nagar, Lucknow",Lucknow
All Seasons,"North Indian, Desserts, Chinese, Beverages",-,"₹1,000 for two",7.6 km,"Gomti Nagar, Lucknow",Lucknow
Curry Leaf,"South Indian, Desserts, Shake, Beverages",4.3,₹500 for two,1.9 km,"Hazratganj, Lucknow",Lucknow
Ice & Spice,"North Indian, Chinese, South Indian, Pizza, Fast Food, Desserts, Beverages, Ice Cream",4.1,"₹1,000 for two",2.1 km,"Indira Nagar, Lucknow",Lucknow
Sohey,"North Indian, Chinese, Asian, Sushi, Seafood, Biryani, Mughlai, Desserts",3.9,"₹2,000 for two",6 km,"Levana Cyber Heights, Gomti Nagar, Lucknow",Lucknow
Sakhawat Restaurant,"Kebab, Mughlai",3.8,₹400 for two,2 km,"Kaiserbagh, Lucknow",Lucknow
Vintage Machine,"Cafe, American, Italian, Lebanese, Continental, Healthy Food, Beverages, Desserts",4.2,"₹1,200 for two",5.1 km,"Gomti Nagar, Lucknow",Lucknow
The Pebbles Bistro & Bar,"European, North Indian, Sandwich, Salad, Burger, Street Food, Desserts, Beverages",4.1,"₹1,200 for two",6.2 km,"Gomti Nagar, Lucknow",Lucknow
Barista Coffee,"Cafe, Coffee, Fast Food, Desserts",3.3,₹750 for two,4.7 km,"West End Mall, Gomti Nagar, Lucknow",Lucknow
The Kitchenette,"North Indian, South Indian, Chinese, Sichuan, Mughlai, Beverages",3.9,₹950 for two,6.1 km,"Gomti Nagar, Lucknow",Lucknow
Burger Beans,"Pizza, Burger, Sandwich, Pasta, Wraps, Beverages, Shake",4.2,₹300 for two,8.2 km,"Aashiana, Lucknow",Lucknow
La Ittalio By The Nutrient Box,"Continental, Healthy Food, Fast Food, Pizza, Salad, Beverages",3.9,₹850 for two,6.3 km,"Gomti Nagar, Lucknow",Lucknow
Army B Box,"Biryani, Street Food, Beverages",3.2,₹400 for two,9.9 km,"Gomti Nagar, Lucknow",Lucknow
Irani Kafe 2.7,"Cafe, Coffee, North Indian, Continental, Fast Food, Biryani, Chinese, Desserts",4.2,₹600 for two,5.3 km,"Gomti Nagar, Lucknow",Lucknow
Gumtea Cafe,"Cafe, Healthy Food, Burger, Street Food, Fast Food, Wraps, Sandwich, Beverages",4.4,₹250 for two,11.5 km,"Aashiana, Lucknow",Lucknow
